Synthetic_Label,Human_Review_Note,Publication_Classification,Engineering_Review_Required,Sweep_Name,Variable_Name,Sweep_Setting_Label,Base_Value,Sweep_Value,Sweep_Unit,Case_ID,Load_Name,Driver_Topology,Applied_Ambient_Temp_C,Applied_LED_Current_A,Applied_Board_Thermal_Resistance_C_per_W,Applied_LED_Thermal_Resistance_C_per_W,Applied_Optical_Efficiency_pct,Base_Status,Sweep_Status,Output_Power_W,Input_Current_at_Min_V_A,Voltage_Headroom_V,Boost_Duty_Cycle,Driver_Temp_Margin_C,LED_Temp_Margin_C,Max_Ratio,Reason
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,70%,100.0000,70.0000,%,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.7143,10.0000,20.0000,70.00,Fail,Fail,16.538,2.276,N/A,0.67,-9.42,-7.25,1.42,input current ratio 1.42 exceeds 1.00; output power ratio 1.27 exceeds 1.00; driver case temperature ratio 1.08 exceeds 1.00; LED junction temperature ratio 1.05 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -9.4 C is below 0 C; LED junction margin -7.2 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,85%,100.0000,85.0000,%,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5882,10.0000,20.0000,85.00,Fail,Fail,13.619,1.874,N/A,0.67,-2.47,1.09,1.17,input current ratio 1.17 exceeds 1.00; output power ratio 1.05 exceeds 1.00; driver case temperature ratio 1.02 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -2.5 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,100%,100.0000,100.0000,%,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,10.0000,20.0000,100.00,Fail,Fail,11.576,1.593,N/A,0.67,2.40,6.93,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,115%,100.0000,115.0000,%,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.4348,10.0000,20.0000,115.00,Fail,Fail,10.066,1.385,N/A,0.67,6.00,11.24,0.95,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,130%,100.0000,130.0000,%,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.3846,10.0000,20.0000,130.00,Fail,Fail,8.905,1.225,N/A,0.67,8.77,14.56,0.93,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,70%,100.0000,70.0000,%,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.5000,18.0000,18.0000,70.00,Marginal,Marginal,3.308,0.431,1.90,N/A,9.79,0.23,1.00,driver case temperature ratio 0.92 is at or above 0.85; LED junction temperature ratio 1.00 is at or above 0.85; driver thermal margin 9.8 C is 10 C or less; LED junction margin 0.2 C is 10 C or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,85%,100.0000,85.0000,%,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.4118,18.0000,18.0000,85.00,Marginal,Marginal,2.724,0.355,1.90,N/A,11.59,5.49,0.96,driver case temperature ratio 0.91 is at or above 0.85; LED junction temperature ratio 0.96 is at or above 0.85; LED junction margin 5.5 C is 10 C or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,100%,100.0000,100.0000,%,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.3500,18.0000,18.0000,100.00,Marginal,Marginal,2.315,0.301,1.90,N/A,12.85,9.16,0.93,driver case temperature ratio 0.90 is at or above 0.85; LED junction temperature ratio 0.93 is at or above 0.85; LED junction margin 9.2 C is 10 C or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,115%,100.0000,115.0000,%,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.3043,18.0000,18.0000,115.00,Marginal,Marginal,2.013,0.262,1.90,N/A,13.78,11.88,0.91,driver case temperature ratio 0.89 is at or above 0.85; LED junction temperature ratio 0.91 is at or above 0.85
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,130%,100.0000,130.0000,%,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.2692,18.0000,18.0000,130.00,Marginal,Marginal,1.781,0.232,1.90,N/A,14.50,13.97,0.90,driver case temperature ratio 0.88 is at or above 0.85; LED junction temperature ratio 0.90 is at or above 0.85
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,70%,100.0000,70.0000,%,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.4286,12.0000,20.0000,70.00,Fail,Fail,3.969,0.450,-0.32,N/A,-23.31,3.54,1.19,driver case temperature ratio 1.19 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -23.3 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,85%,100.0000,85.0000,%,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.3529,12.0000,20.0000,85.00,Fail,Fail,3.269,0.371,-0.32,N/A,-15.67,8.21,1.13,driver case temperature ratio 1.13 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -15.7 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,100%,100.0000,100.0000,%,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.3000,12.0000,20.0000,100.00,Fail,Fail,2.778,0.315,-0.32,N/A,-10.32,11.48,1.08,driver case temperature ratio 1.08 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -10.3 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,115%,100.0000,115.0000,%,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.2609,12.0000,20.0000,115.00,Fail,Fail,2.416,0.274,-0.32,N/A,-6.36,13.89,1.05,driver case temperature ratio 1.05 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -6.4 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,130%,100.0000,130.0000,%,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.2308,12.0000,20.0000,130.00,Fail,Fail,2.137,0.242,-0.32,N/A,-3.32,15.75,1.03,driver case temperature ratio 1.03 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -3.3 C is below 0 C
