Synthetic_Label,Human_Review_Note,Publication_Classification,Engineering_Review_Required,Sweep_Name,Variable_Name,Sweep_Setting_Label,Base_Value,Sweep_Value,Sweep_Unit,Case_ID,Load_Name,Driver_Topology,Applied_Ambient_Temp_C,Applied_LED_Current_A,Applied_Board_Thermal_Resistance_C_per_W,Applied_LED_Thermal_Resistance_C_per_W,Applied_Optical_Efficiency_pct,Base_Status,Sweep_Status,Output_Power_W,Input_Current_at_Min_V_A,Voltage_Headroom_V,Boost_Duty_Cycle,Driver_Temp_Margin_C,LED_Temp_Margin_C,Max_Ratio,Reason
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,80%,18.0000,14.4000,C/W,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.3500,14.4000,20.0000,N/A,Pass,Pass,1.852,0.236,1.70,N/A,36.12,31.48,0.77,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,90%,18.0000,16.2000,C/W,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.3500,16.2000,22.5000,N/A,Pass,Pass,1.852,0.236,1.70,N/A,35.63,29.16,0.78,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,100%,18.0000,18.0000,C/W,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.3500,18.0000,25.0000,N/A,Pass,Pass,1.852,0.236,1.70,N/A,35.15,26.85,0.80,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,110%,18.0000,19.8000,C/W,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.3500,19.8000,27.5000,N/A,Pass,Pass,1.852,0.236,1.70,N/A,34.66,24.53,0.82,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,120%,18.0000,21.6000,C/W,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.3500,21.6000,30.0000,N/A,Pass,Pass,1.852,0.236,1.70,N/A,34.18,22.22,0.84,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,70%,100.0000,70.0000,%,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.5000,18.0000,25.0000,70.00,Pass,Marginal,2.646,0.337,1.70,N/A,33.07,16.92,0.87,LED junction temperature ratio 0.87 is at or above 0.85
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,85%,100.0000,85.0000,%,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.4118,18.0000,25.0000,85.00,Pass,Pass,2.179,0.277,1.70,N/A,34.29,22.76,0.83,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,100%,100.0000,100.0000,%,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.3500,18.0000,25.0000,100.00,Pass,Pass,1.852,0.236,1.70,N/A,35.15,26.85,0.80,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,115%,100.0000,115.0000,%,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.3043,18.0000,25.0000,115.00,Pass,Pass,1.611,0.205,1.70,N/A,35.78,29.87,0.78,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,130%,100.0000,130.0000,%,SYN-LGT-001,Synthetic two-LED DRL segment,Buck LED Driver,85.00,0.2692,18.0000,25.0000,130.00,Pass,Pass,1.425,0.181,1.70,N/A,36.27,32.19,0.76,All deterministic synthetic feasibility checks are below marginal limits.
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,75C,85.0000,75.0000,C,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,75.00,0.2500,18.0000,20.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,44.15,45.12,0.67,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,85C,85.0000,85.0000,C,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,18.0000,20.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,34.15,35.12,0.74,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,95C,85.0000,95.0000,C,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,95.00,0.2500,18.0000,20.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,24.15,25.12,0.81,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,105C,85.0000,105.0000,C,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,105.00,0.2500,18.0000,20.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,14.15,15.12,0.89,driver case temperature ratio 0.89 is at or above 0.85; LED junction temperature ratio 0.89 is at or above 0.85; voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,115C,85.0000,115.0000,C,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,115.00,0.2500,18.0000,20.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,4.15,5.12,0.97,driver case temperature ratio 0.97 is at or above 0.85; LED junction temperature ratio 0.96 is at or above 0.85; voltage headroom 0.19 V is 0.75 V or less; driver thermal margin 4.2 C is 10 C or less; LED junction margin 5.1 C is 10 C or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,80%,0.2500,0.2000,A,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2000,18.0000,20.0000,N/A,Marginal,Marginal,1.786,0.227,0.19,N/A,35.32,38.09,0.72,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,90%,0.2500,0.2250,A,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2250,18.0000,20.0000,N/A,Marginal,Marginal,2.009,0.256,0.19,N/A,34.74,36.60,0.73,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,100%,0.2500,0.2500,A,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,18.0000,20.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,34.15,35.12,0.74,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,110%,0.2500,0.2750,A,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2750,18.0000,20.0000,N/A,Marginal,Marginal,2.456,0.313,0.19,N/A,33.57,33.63,0.75,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,120%,0.2500,0.3000,A,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.3000,18.0000,20.0000,N/A,Marginal,Marginal,2.679,0.341,0.19,N/A,32.98,32.14,0.76,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,80%,18.0000,14.4000,C/W,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,14.4000,16.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,35.32,38.09,0.72,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,90%,18.0000,16.2000,C/W,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,16.2000,18.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,34.74,36.60,0.73,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,100%,18.0000,18.0000,C/W,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,18.0000,20.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,34.15,35.12,0.74,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,110%,18.0000,19.8000,C/W,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,19.8000,22.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,33.57,33.63,0.75,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,120%,18.0000,21.6000,C/W,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,21.6000,24.0000,N/A,Marginal,Marginal,2.233,0.284,0.19,N/A,32.98,32.14,0.76,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,70%,100.0000,70.0000,%,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.3571,18.0000,20.0000,70.00,Marginal,Marginal,3.189,0.406,0.19,N/A,31.65,28.74,0.80,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,85%,100.0000,85.0000,%,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2941,18.0000,20.0000,85.00,Marginal,Marginal,2.627,0.334,0.19,N/A,33.12,32.49,0.76,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,100%,100.0000,100.0000,%,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2500,18.0000,20.0000,100.00,Marginal,Marginal,2.233,0.284,0.19,N/A,34.15,35.12,0.74,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,115%,100.0000,115.0000,%,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.2174,18.0000,20.0000,115.00,Marginal,Marginal,1.941,0.247,0.19,N/A,34.92,37.06,0.73,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,optical_efficiency_sweep,optical_efficiency_percent,130%,100.0000,130.0000,%,SYN-LGT-002,Synthetic three-LED signature,Buck LED Driver,85.00,0.1923,18.0000,20.0000,130.00,Marginal,Marginal,1.717,0.219,0.19,N/A,35.50,38.55,0.72,voltage headroom 0.19 V is 0.75 V or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,75C,95.0000,75.0000,C,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,75.00,0.5000,10.0000,20.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,22.40,26.92,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,85C,95.0000,85.0000,C,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,85.00,0.5000,10.0000,20.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,12.40,16.92,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,95C,95.0000,95.0000,C,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,10.0000,20.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,2.40,6.93,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,105C,95.0000,105.0000,C,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,105.00,0.5000,10.0000,20.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,-7.60,-3.07,1.06,driver case temperature ratio 1.06 exceeds 1.00; LED junction temperature ratio 1.02 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -7.6 C is below 0 C; LED junction margin -3.1 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,ambient_temperature_sweep,ambient_temperature_c,115C,95.0000,115.0000,C,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,115.00,0.5000,10.0000,20.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,-17.60,-13.07,1.14,driver case temperature ratio 1.14 exceeds 1.00; LED junction temperature ratio 1.10 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -17.6 C is below 0 C; LED junction margin -13.1 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,80%,0.5000,0.4000,A,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.4000,10.0000,20.0000,N/A,Fail,Fail,9.261,1.274,N/A,0.67,7.92,13.54,0.94,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,90%,0.5000,0.4500,A,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.4500,10.0000,20.0000,N/A,Fail,Fail,10.419,1.434,N/A,0.67,5.16,10.23,0.96,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,100%,0.5000,0.5000,A,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,10.0000,20.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,2.40,6.93,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,110%,0.5000,0.5500,A,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5500,10.0000,20.0000,N/A,Fail,Fail,12.734,1.752,N/A,0.67,-0.36,3.62,1.10,input current ratio 1.10 exceeds 1.00; driver case temperature ratio 1.00 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -0.4 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,led_current_sweep,led_current_a,120%,0.5000,0.6000,A,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.6000,10.0000,20.0000,N/A,Fail,Fail,13.892,1.911,N/A,0.67,-3.12,0.31,1.19,input current ratio 1.19 exceeds 1.00; output power ratio 1.07 exceeds 1.00; driver case temperature ratio 1.02 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -3.1 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,80%,10.0000,8.0000,C/W,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,8.0000,16.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,7.92,13.54,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,90%,10.0000,9.0000,C/W,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,9.0000,18.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,5.16,10.23,1.00,boost duty 0.67 exceeds synthetic max 0.62
