Synthetic_Label,Human_Review_Note,Publication_Classification,Engineering_Review_Required,Sweep_Name,Variable_Name,Sweep_Setting_Label,Base_Value,Sweep_Value,Sweep_Unit,Case_ID,Load_Name,Driver_Topology,Applied_Ambient_Temp_C,Applied_LED_Current_A,Applied_Board_Thermal_Resistance_C_per_W,Applied_LED_Thermal_Resistance_C_per_W,Applied_Optical_Efficiency_pct,Base_Status,Sweep_Status,Output_Power_W,Input_Current_at_Min_V_A,Voltage_Headroom_V,Boost_Duty_Cycle,Driver_Temp_Margin_C,LED_Temp_Margin_C,Max_Ratio,Reason
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,90%,10.0000,9.0000,C/W,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,9.0000,18.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,5.16,10.23,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,100%,10.0000,10.0000,C/W,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,10.0000,20.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,2.40,6.93,1.00,boost duty 0.67 exceeds synthetic max 0.62
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,110%,10.0000,11.0000,C/W,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,11.0000,22.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,-0.36,3.62,1.00,driver case temperature ratio 1.00 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -0.4 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,120%,10.0000,12.0000,C/W,SYN-LGT-003,Synthetic long-string signal,Boost LED Driver,95.00,0.5000,12.0000,24.0000,N/A,Fail,Fail,11.576,1.593,N/A,0.67,-3.12,0.31,1.02,driver case temperature ratio 1.02 exceeds 1.00; boost duty 0.67 exceeds synthetic max 0.62; driver thermal margin -3.1 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,80%,18.0000,14.4000,C/W,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.3500,14.4000,14.4000,N/A,Marginal,Marginal,2.315,0.301,1.90,N/A,14.28,13.33,0.90,driver case temperature ratio 0.89 is at or above 0.85; LED junction temperature ratio 0.90 is at or above 0.85
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,90%,18.0000,16.2000,C/W,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.3500,16.2000,16.2000,N/A,Marginal,Marginal,2.315,0.301,1.90,N/A,13.57,11.25,0.92,driver case temperature ratio 0.89 is at or above 0.85; LED junction temperature ratio 0.92 is at or above 0.85
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,100%,18.0000,18.0000,C/W,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.3500,18.0000,18.0000,N/A,Marginal,Marginal,2.315,0.301,1.90,N/A,12.85,9.16,0.93,driver case temperature ratio 0.90 is at or above 0.85; LED junction temperature ratio 0.93 is at or above 0.85; LED junction margin 9.2 C is 10 C or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,110%,18.0000,19.8000,C/W,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.3500,19.8000,19.8000,N/A,Marginal,Marginal,2.315,0.301,1.90,N/A,12.14,7.08,0.95,driver case temperature ratio 0.90 is at or above 0.85; LED junction temperature ratio 0.95 is at or above 0.85; LED junction margin 7.1 C is 10 C or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,120%,18.0000,21.6000,C/W,SYN-LGT-004,Synthetic hot-compartment marker,Buck LED Driver,105.00,0.3500,21.6000,21.6000,N/A,Marginal,Marginal,2.315,0.301,1.90,N/A,11.42,5.00,0.96,driver case temperature ratio 0.91 is at or above 0.85; LED junction temperature ratio 0.96 is at or above 0.85; LED junction margin 5.0 C is 10 C or less
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,80%,12.0000,9.6000,C/W,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.3000,9.6000,16.0000,N/A,Fail,Fail,2.778,0.315,-0.32,N/A,-4.25,15.18,1.03,driver case temperature ratio 1.03 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -4.3 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,90%,12.0000,10.8000,C/W,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.3000,10.8000,18.0000,N/A,Fail,Fail,2.778,0.315,-0.32,N/A,-7.28,13.33,1.06,driver case temperature ratio 1.06 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -7.3 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,100%,12.0000,12.0000,C/W,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.3000,12.0000,20.0000,N/A,Fail,Fail,2.778,0.315,-0.32,N/A,-10.32,11.48,1.08,driver case temperature ratio 1.08 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -10.3 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,110%,12.0000,13.2000,C/W,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.3000,13.2000,22.0000,N/A,Fail,Fail,2.778,0.315,-0.32,N/A,-13.35,9.63,1.11,driver case temperature ratio 1.11 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -13.3 C is below 0 C
[SYNTHETIC — FOR DEMONSTRATION ONLY],Human Review Required: AI-generated outputs are decision-support artifacts only. A qualified engineer owns final review and approval.,Needs review,Yes - synthetic thresholds require qualified engineering review.,thermal_resistance_sweep,thermal_resistance_c_per_w,120%,12.0000,14.4000,C/W,SYN-LGT-005,Synthetic linear accent channel,Linear LED Channel,105.00,0.3000,14.4000,24.0000,N/A,Fail,Fail,2.778,0.315,-0.32,N/A,-16.38,7.77,1.13,driver case temperature ratio 1.13 exceeds 1.00; voltage headroom -0.32 V is below 0 V; driver thermal margin -16.4 C is below 0 C
